trait,trait_label,k
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0933ad6464a58166129d,descending aortic diameter,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0944d733d4783929cc15,Very severe respiratory confirmed COVID-19 vs population,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/097aeec09ee173db6657,HOMA-IR at V2 minus HOMA-IR at V1,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/09dffd18696fc71c511f,Serum albumin,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0a512bc6a798aece6793,Nucleated red blood cell percentage,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0a839fcaa0accb18054d,CT Histogram; Expiratory; 15th Percentile in Hu; RUL,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0aabe726ebcbda421565,hyperthyroidism,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0b1c98d794948c955d83,eGFRcreat (serum creatinine),7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0b226605a6587850cdb9,AF-SNP BMI interaction,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0bac9f5aab1a1b4106c0,eGFRcr-cys (serum creatinine and cystatin C),7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c1c64b0cc4ae0f4c842,Emphysema in COPD (15th percentile HU),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c1ca40ec54c705ca12f,Psychiatric disorders (recessive model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c1cc89d1db5cca75b9a,Short-axis pulmonary artery (cm),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c2e3f8e583d05bb76c1,Postpartum hemorrhage due to retained placenta,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c52f467c1aa0e90cf3a,Microalbuminuria in type 2 diabetes,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c58edab8f3e3255423e,Type 1 diabetes with renal manifestations,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c81a1643fb5698407f4,visceral adipose tissue measurement,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0ca2b81cc58f3f3ac7ee,Intracranial aneurysm,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0cc97b3c73bad09d3698,Capric acid,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d0c77763b12eb73c513,Youth-onset type 2 diabetes (T2D),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d1d03fde155c694e8e5,End-stage renal disease (ESRD) vs. macroalbuminuria in type 2 diabetes (T2D),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d1f6d9e2dfcd4f0b21c,Fasting proinsulin,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d3552c92481ab8e7af3,Sleep duration in children adj BMI,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d37069c36097e6116bd,Geographic atrophy,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d5f0979f9b4c89756ed,Tibiofemoral angle,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d9cf5ec4c8bba8df87e,eGFRcreat relative annualized decline in individuals without diabetes,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0e183aff84d490dd77df,Maternal late gestational weight gain; fetal genotype effect,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0e223333e52c41b6dddd,Total triiodothyronine to free thyroxine ratio,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0e29b6974f2d9176c556,Left hand grip strength,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0e39582a9ba3f88730f5,DNA methylation PhenoAge acceleration,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0e42c8e6abe7220784fa,Glucose at 60 min at V1,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0e7a82d6c2491fd91cec,Smoking-fasting glucose interaction; joint 2-degree-of-freedom test,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0ea8dbe3b8f8acca0333,Post-term delivery; maternal GWAS,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0ef304e5b39fd7f7ac3e,Pancreas T1 time,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0f85822ebe25d879062f,Log of insulin at 60 min at V1,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0fb02970ffd09bec4f5f,amyotrophic lateral sclerosis,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/100d40e193abb81b1e01,Acne,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/101f535aacf7ce69b4da,Aggregate vessel volume; vessels 30-35 mm2,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1038ae1cf99721563f67,Acute reaction to stress (recessive model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/105547689034b6993cd4,CCS causative incomplete and unclassified,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1072bb705e122d0104b1,Urinary albumin-to-creatinine ratio (UACR),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/108ed1849156f76a1b9d,gout,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/113f5eb10e2532dfd9da,Maternal late gestational weight gain; maternal genotype effect,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/11abd472e5774cbb08ef,Exp percent below 856 LUL,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/11b5d6c8c300f440f173,cortical surface area measurement,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/12031d6368ddfa998147,Adiponectin adj BMI,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/12d018a5f4ab4309001e,Glucose at 90 min at V1,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/12f04fc7524b7508e0c2,cardiovascular disease,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/13f4b98431af18e10d9f,Asthma,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/14384b6bb80729e65d0c,CCS phenotypic cryptogenic small artery occlusion major,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/14488f930773270c4c46,Systemic lupus erythematosus (SLE),10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/147bf20520e4add29eb9,Chronic kidney disease (CKD),12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/14a289445a84bd98d5ae,Corrected QT interval (QTc),15
https://purl.org/okn/frink/kg/digcfdekg/node/trait/14cc342cc7acf9b32325,Matsuda insulin sensitivity index (ISI),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/14f5b2f044eed6883c89,Idiopathic pulmonary fibrosis survival,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/150cfcee6e3e6fb073a9,Serum creatinine,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1541597f63db18579e36,Omega-6 fatty acids,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/159a80fcdeda4fd8b4f6,Aggregate vessel volume; vessels 15-20 mm2,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1659556a0b2ec89edab8,Dietary protein intake adj BMI,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1661dd3335cbe819a594,Allergic rhinitis (dominant model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1683e9706c958b5bb7a1,Recurrent stroke,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1719f62d34adde9d2e47,insomnia,13
https://purl.org/okn/frink/kg/digcfdekg/node/trait/173301f5b2138a4fe252,Psoriasis,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1737a149d5b31cd2aed2,Parkinson's disease progression (composite),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1754694f7ed63a0d9099,Thumb osteoarthritis,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/175a35c3e6c25ee0290f,Upper third to lower third ratio; Slicer,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1778158f72f3bb8b08bc,myocardial infarction,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/17ad86f08d75366804c3,Non-proliferative diabetic retinopathy vs no DR acct DoD-GC,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/17dd39e0c57c12b06f49,Exp percent below 856 RLL,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/18010c4e130c40295ba1,Aggregate vessel volume; vessels 5-10 mm2,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/181a8cf8cce15952a78a,Two-hour (2hr) C-peptide,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1903ac1ddfd871896063,Esophageal or stomach cancer,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/191b1bd58e02ce111ef2,Photoreceptor cell outer nuclear layer thickness,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/191b1eca72beed6e89e0,Total blood volume,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/19f951cf14d59dd9f25f,Bipolar II disorder,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1a7225da1d9cd7eded75,Pituitary hyperfunction,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1ae3ce69c7e880877f3d,AUCins over AUCgluc,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1b403fb22ca5e59f520d,eGFRcreat median annual decline in individuals with diabetes,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1b7139c95563b57378c3,Dementia in Parkinson's disease,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1b91ae1cac03c9ec1971,Body mass index (BMI) at 1.5 years,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1bdfe003f3653c598eb2,Waist circumference adj BMI,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1bffd1d3089c89ba631f,Sleep midpoint timing; rank-normalized,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1c4c3ab36fec0e2cde0f,Cardiac MRI latent space,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1c551167e9fe8cc5fab5,AF-SNP hypertension interaction,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1cb832a245c5e373fb3b,Right ventricular stroke volume,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1d5e411099b39fdfaade,Psychiatric disorders (additive model),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1d971872cde302157014,Type 1 diabetes with neurological manifestations,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1da22f8958e8ea7e39fd,Aggregate vessel volume; vessels 45-50 mm2,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1da3f5ed5b988b275615,Parental longevity (father's age at death),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1dffc6530c15c7499b53,Log of insulin at 240 min at V1,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1ea0d277668217c049a0,Maternal genetic effect on offspring birth weight,14
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1ea355ec121a360063d4,Late diabetic kidney disease (DKD) in type 2 diabetes,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1ec6bbf2ceea6bb3bb94,Parental longevity (combined parental age at death),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1eebbca437af78003c71,Epilepsy (generalized; with tonic-clonic seizures alone),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1f083e179eacfe8deec1,IgA nephropathy (IgAN),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1f1aa1f18b06bf83e5fe,Subjective well-being,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1f3b061e24fb599a217f,phospholipid measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1fde09f7cd7aa426871e,Liver fat content,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/207be96694b63b9e43ec,End-stage renal disease (ESRD) vs. no ESRD in diabetes,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/20b825f81b2f7282b8d5,cutaneous melanoma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/20bc621e15ba31a51405,Left ventricular end-systolic volume (BSA-indexed),12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/210aa83f3d16fc8d63f5,Head circumference at birth,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/210c7ff362209625babd,Iron deficiency,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/217aef79f77e6ca4e37c,Proliferative diabetic retinopathy vs no DR,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/217dfbd64f64f56a0eb6,neuroblastoma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/21ab82c4ca2a33eb4d9d,carotid artery disease,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/21dac7522f8c61a0bf31,Dyslipidemia (heterodominant model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2253212d5b0b096e5815,Standard deviation of sleep duration; rank-normalized,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2286c3b3c50efdc6f24a,Bladder cancer,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/22b32df7d85c35d5fc4e,Neutrophil percentage,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/23045e361646a598f2cd,Forced vital capacity (FVC),6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/236463aa85c0a919d050,Fasting glucose at V2,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/23df2d513693179cc695,Time to insulin peak after glipizide treatment,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2415231606415f37e486,Left ventricular end systole inferoseptal wall thickness,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2465dd54044d2caeadc8,Complement factor H levels,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/246a3de7f8ce81ecfabb,Urinary sodium-to-creatinine ratio,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2488eaea38cabfca821e,Hip osteoarthritis without joint replacement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/24a11a610b8fbc1d0caa,Acute insulin response adj SI,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/24cd133faa7a80775f9f,Aggregate vessel volume; vessels 50-55 mm2,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/25139ff5c98a079d2d6a,Type 1 diabetes with ophthalmic manifestations,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/255481b3bd878a75c239,rheumatoid arthritis,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2596ef1bd64f66701057,Brain microbleeds; mixed or strictly deep,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/25b424c8d4d545160197,Alzheimer's disease or family history of Alzheimer's disease,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/25d436ebb7914e3a254f,angina pectoris,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/25da761ec4365c45f655,Hypothyroidism; not otherwise specified,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2642ccb22bb89c272ea7,longevity,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/265566ce3f6de0be6f24,BSA-indexed mitral valve regurgitation volume,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2687e6c5f1b85698dd17,Glucose minimum after glipizide treament,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/26a803d268a7c4926675,Motor fluctuations in Parkinson's disease,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/276d8e3532cc4e09506f,BMI adj smoking status,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/276f4ab3ef31d5d2e463,renal system measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/27777e639d059b80d64f,stem Cell Growth Factor beta measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/27a2b8b2766c152b9fee,Dietary carbohydrate intake adj BMI,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/27c4ddd3ab6f076ec4c6,Pollinosis,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2826a4df7af9c830c72e,Insp percent below 950 LUL,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2841a51fb1368b11c909,Basophil percentage,13
https://purl.org/okn/frink/kg/digcfdekg/node/trait/28458f66f377c211ce5d,Coronary heart disease or stroke or peripheral vascular disease in type 2 diabetes (T2D),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2882be2b2654332b9bc6,coronary artery calcification,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/28d08eabe9419510c423,REM sleep behavior disorder in Parkinson's disease,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/28e05d220954706665ac,Right ventricular end-diastolic volume,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/28f784b3c70380ed446b,Mosaic chromosomal alteration of the X chromosome,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/28fa5dcdf5c96b2dbd13,Parental longevity (combined parental attained age; Martingale residuals),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2903643bd307d8bf97d2,Peak insulin response adj SI,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2909ef4964f5686ffcee,Complement factor H-related protein 4A levels,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2940cf7b61fd3cdb3a2a,Peripheral vascular disease in type 2 diabetes,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2966d235865334b1bc2d,acne,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/29a0fba9a07b1fa3f980,erythrocyte measurement,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2a12528c7caaf61dfcee,VAT to GFAT ratio,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2a5d080c4011f43fd748,Diabetic retinopathy (DR) vs no DR acct DoD-GC,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2aa93d4e6bdc9077466d,Salt addition to food,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2abcdec08cd456a7bd5b,opioid dependence,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2af2d8c6e74ae45b8d8b,Insp MeanAtten RML,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2affe657b69a273976d0,Peptic ulcers (heterodominant model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2b34c74a96a2933c519a,Waist-hip ratio adj BMI,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2b3658df6f12aea1bedf,Chronic kidney disease and diabetic kidney disease (CKD and DKD) in type 1 diabetes,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2b5fcd3a9ba330ea49e8,stem Cell Factor measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2bd45be82c6b0614719b,Modified Rankin scale score 0-1 vs 2-6 adj stroke severity,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2c601fcaf5f16fa8116e,DNA methylation GrimAge acceleration,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2c7bbac9336e7644ad4c,hypothyroidism,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2cd3d1f414a38521bc71,blood metabolite measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2cdf542fef548a6761dc,Diabetic retinopathy (DR) vs no DR,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2cf19057fbed004c20dd,bone fracture,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2d04aebd3d4276fcc69d,Red blood cell count,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2d0d309b737e180e1734,Iron deficiency (dominant model),6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2d4474f4fbb3d6304b65,Heavy vs. Low alcohol consumption,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2d7f850742d766e97812,Type 2 diabetes (additive model),9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2d8e6237aecc6db3dea8,brain connectivity measurement,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2db67100f605beb6199d,Antepartum bleeding in pregnancy,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2dcc12e0fc5e64e8989b,Peripheral artery disease in ever smokers,2
