hEntrez	humanSymbol_wt	symbol_wt	mEntrez_wt	log2fc_wt	log2fc_mean_wt	adj_p_value_wt	n_mouse_map_wt	humanSymbol_ko	symbol_ko	mEntrez_ko	log2fc_ko	log2fc_mean_ko	adj_p_value_ko	n_mouse_map_ko	sig_wt	sig_ko
51338	MS4A4A	Ms4a4b	60361	0.464026	0.414591	0.00552951	2.0	MS4A4A	Ms4a4a	666907	0.693285	0.693285	0.0219654	1.0	True	True
51340	CRNKL1	Crnkl1	66877	0.300313	0.300313	0.0086339	1.0								True	False
51341								ZBTB7A	Zbtb7a	16969	-0.741368	-0.741368	7.60874e-06	1.0	False	True
51343	FZR1	Fzr1	56371	-0.640582	-0.640582	3.85357e-05	1.0	FZR1	Fzr1	56371	-0.939108	-0.939108	4.48498e-10	1.0	True	True
51351	ZNF117|ERV3-1-ZNF117	Zfp958	233987	0.366215	0.366215	0.0492027	1.0								True	False
51362								CDC40	Cdc40	71713	0.20264	0.20264	0.0104794	1.0	False	True
51371	POMP	Pomp	66537	0.56773	0.56773	1.06406e-05	1.0	POMP	Pomp	66537	0.418896	0.418896	0.00182787	1.0	True	True
51372	TMA7	Tma7|Tma7-ps	66167	0.492379	0.492379	0.00245042	1.0	TMA7	Tma7|Tma7-ps	66167	0.430552	0.430552	0.00895493	1.0	True	True
51377								UCHL5	Uchl5	56207	0.303688	0.303688	0.00721103	1.0	False	True
51378								ANGPT4	Angpt4	11602	-1.73154	-1.73154	0.00388059	1.0	False	True
5138								PDE2A	Pde2a	207728	-0.52962	-0.52962	0.00573045	1.0	False	True
51388	NIP7	Nip7	66164	0.672824	0.672824	0.000252961	1.0								True	False
51389	RWDD1	Rwdd1	66521	0.608406	0.608406	9.5381e-05	1.0	RWDD1	Rwdd1	66521	0.567763	0.567763	0.000266446	1.0	True	True
51398	WDR83OS	Wdr83os	414077	0.247386	0.247386	0.0331784	1.0								True	False
51399	TRAPPC4	Trappc4	60409	0.442302	0.442302	0.00156995	1.0	TRAPPC4	Trappc4	60409	0.389445	0.389445	0.00610235	1.0	True	True
514	ATP5F1E	Atp5e	67126	0.549356	0.549356	0.0256037	1.0								True	False
5140	PDE3B	Pde3b	18576	0.696542	0.696542	0.000104406	1.0	PDE3B	Pde3b	18576	0.597466	0.597466	0.00120513	1.0	True	True
51400	PPME1	Ppme1	72590	0.401855	0.401855	0.0176071	1.0								True	False
51428	DDX41	Ddx41	72935	0.324621	0.324621	0.000958466	1.0								True	False
51433	ANAPC5	Anapc5	59008	-0.196664	-0.196664	0.0169707	1.0								True	False
51444	RNF138	Rnf138	56515	0.32424	0.32424	0.0213825	1.0								True	False
51460	SFMBT1	Sfmbt1	54650	-0.240726	-0.240726	0.0282684	1.0								True	False
51477								ISYNA1	Isyna1	71780	-0.679018	-0.679018	0.0029266	1.0	False	True
51479								ANKFY1	Ankfy1	11736	-0.216387	-0.216387	0.0434536	1.0	False	True
51493	RTCB	Rtcb	28088	0.238683	0.238683	0.0372553	1.0								True	False
51497								NELFCD	Nelfcd	57314	-0.39717	-0.39717	0.00538283	1.0	False	True
515	ATP5PB	Atp5pb	11950	0.405676	0.405676	0.000113076	1.0	ATP5PB	Atp5pb	11950	0.329092	0.329092	0.00228718	1.0	True	True
51501								HIKESHI	Hikeshi	67669	0.396794	0.396794	0.00687188	1.0	False	True
51503								CWC15	Cwc15	66070	0.364769	0.364769	0.0131255	1.0	False	True
51504	TRMT112	Trmt112	67674	0.256569	0.256569	0.0471874	1.0								True	False
51506	UFC1	Ufc1	66155	0.352542	0.352542	0.0212657	1.0	UFC1	Ufc1	66155	0.328636	0.328636	0.0304626	1.0	True	True
5151	PDE8A	Pde8a	18584	0.398218	0.398218	0.00879437	1.0	PDE8A	Pde8a	18584	0.34819	0.34819	0.0310005	1.0	True	True
51510	CHMP5	Chmp5	76959	0.304702	0.304702	0.00847683	1.0	CHMP5	Chmp5	76959	0.292179	0.292179	0.0106412	1.0	True	True
51512	GTSE1	Gtse1	29870	-0.521042	-0.521042	0.0097178	1.0	GTSE1	Gtse1	29870	-0.943801	-0.943801	9.28826e-07	1.0	True	True
51514	DTL	Dtl	76843	-0.377387	-0.377387	0.0109783	1.0	DTL	Dtl	76843	-0.409744	-0.409744	0.00499643	1.0	True	True
51526								OSER1	Oser1	66680	0.327234	0.327234	0.00129588	1.0	False	True
51527	GSKIP	Gskip	66787	0.285406	0.285406	0.0324233	1.0								True	False
51528	JKAMP	Jkamp	104771	0.333989	0.333989	0.031891	1.0								True	False
51529								ANAPC11	Anapc11	66156	0.342423	0.342423	0.0161664	1.0	False	True
51540	SCLY	Scly	50880	-0.261284	-0.261284	0.0308373	1.0	SCLY	Scly	50880	-0.419649	-0.419649	0.000261185	1.0	True	True
51560								RAB6B	Rab6b	270192	-3.02991	-3.02991	3.22404e-07	1.0	False	True
51562								MBIP	Mbip	217588	0.381057	0.381057	0.0396181	1.0	False	True
51564								HDAC7	Hdac7	56233	-0.826911	-0.826911	0.000635182	1.0	False	True
51569	UFM1	Ufm1	67890	0.395043	0.395043	0.0452441	1.0								True	False
51571	CYRIB	Cyrib	223601	0.374206	0.374206	1.10539e-05	1.0	CYRIB	Cyrib	223601	0.391716	0.391716	3.79832e-06	1.0	True	True
51575								ESF1	Esf1	66580	0.374113	0.374113	0.0102133	1.0	False	True
51582								AZIN1	Azin1	54375	-0.291157	-0.291157	0.014284	1.0	False	True
51586	MED15	Med15	94112	-0.306679	-0.306679	0.0215643	1.0	MED15	Med15	94112	-0.354826	-0.354826	0.00759257	1.0	True	True
51588								PIAS4	Pias4	59004	-0.489667	-0.489667	0.000239032	1.0	False	True
5159								PDGFRB	Pdgfrb	18596	-0.818453	-0.818453	0.012194	1.0	False	True
51593								SRRT	Srrt	83701	-0.427886	-0.427886	0.00179647	1.0	False	True
516	ATP5MC1	Atp5mc1	11951	0.385954	0.385954	0.0216655	1.0	ATP5MC1	Atp5mc1	11951	0.347849	0.347849	0.0408159	1.0	True	True
5160	PDHA1	Pdha1	18597	0.222658	0.222658	0.0359087	1.0								True	False
51602								NOP58	Nop58	55989	0.320264	0.320264	0.0178348	1.0	False	True
51604								PIGT	Pigt	78928	-0.982337	-0.982337	2.84835e-05	1.0	False	True
51605	TRMT6	Trmt6	66926	0.342573	0.342573	0.0215436	1.0								True	False
51606	ATP6V1H	Atp6v1h	108664	0.407914	0.407914	1.09916e-05	1.0								True	False
5162	PDHB	Pdhb	68263	0.272907	0.272907	0.0138164	1.0								True	False
51621								KLF13	Klf13	50794	-0.491625	-0.491625	0.0319758	1.0	False	True
51622	CCZ1	Ccz1	231874	0.236227	0.236227	0.00619994	1.0								True	False
51631	LUC7L2	Luc7l2	192196	-0.339995	-0.339995	0.0200226	1.0								True	False
51633								OTUD6B	Otud6b	72201	0.307478	0.307478	0.0344792	1.0	False	True
51635	DHRS7	Dhrs7	66375	0.478626	0.478626	0.0105033	1.0	DHRS7	Dhrs7	66375	0.653383	0.653383	0.000261185	1.0	True	True
51639	SF3B6	Sf3b6	66055	0.429396	0.429396	0.0170294	1.0								True	False
5164								PDK2	Pdk2	18604	-0.656817	-0.656817	0.0234823	1.0	False	True
51642	MRPL48	Mrpl48	52443	0.319031	0.319031	0.0301228	1.0	MRPL48	Mrpl48	52443	0.29999	0.29999	0.0392908	1.0	True	True
51643	TMBIM4	Tmbim4	68212	0.3609	0.3609	3.80151e-06	1.0	TMBIM4	Tmbim4	68212	0.208197	0.208197	0.0123808	1.0	True	True
51645								PPIL1	Ppil1	68816	0.272799	0.272799	0.0447193	1.0	False	True
51647								CIAO2B	Ciao2b	68523	0.332552	0.332552	0.0164644	1.0	False	True
51649								MRPS23	Mrps23	64656	0.342492	0.342492	0.0291559	1.0	False	True
5165	PDK3	Pdk3	236900	0.234012	0.234012	0.0258198	1.0								True	False
51650	MRPS33	Mrps33	14548	0.45446	0.45446	0.0286649	1.0								True	False
51652	CHMP3	Chmp3	66700	0.24312	0.24312	0.0122593	1.0	CHMP3	Chmp3	66700	0.27045	0.27045	0.00403479	1.0	True	True
5166	PDK4	Pdk4	27273	-1.3807	-1.3807	0.0473598	1.0								True	False
51660	MPC1	Mpc1	55951	0.556192	0.556192	0.000287475	1.0	MPC1	Mpc1	55951	0.348424	0.348424	0.0328412	1.0	True	True
51665	ASB1	Asb1	65247	-0.620243	-0.620243	0.000171094	1.0	ASB1	Asb1	65247	-0.738461	-0.738461	5.19639e-06	1.0	True	True
51669	SARAF	Saraf	67887	0.423194	0.423194	0.00097422	1.0								True	False
51678	PALS2	Pals2	56524	0.333885	0.333885	0.018678	1.0	PALS2	Pals2	56524	0.371485	0.371485	0.00703522	1.0	True	True
51690								LSM7	Lsm7	66094	0.539511	0.539511	0.00471632	1.0	False	True
51699	VPS29	Vps29	56433	0.553366	0.553366	2.4981e-05	1.0	VPS29	Vps29	56433	0.375185	0.375185	0.00621154	1.0	True	True
517	ATP5MC2	Atp5g2	67942	0.547554	0.547554	7.18853e-06	1.0								True	False
51719	CAB39	Cab39	12283	0.276988	0.276988	7.55725e-05	1.0	CAB39	Cab39	12283	0.205216	0.205216	0.00495692	1.0	True	True
51727	CMPK1	Cmpk1	66588	0.447878	0.447878	0.000152204	1.0								True	False
51729	WBP11	Wbp11	60321	-0.417962	-0.417962	0.00305229	1.0	WBP11	Wbp11	60321	-0.431762	-0.431762	0.00240478	1.0	True	True
51734	MSRB1	Msrb1	27361	0.540127	0.540127	4.98466e-09	1.0	MSRB1	Msrb1	27361	0.275232	0.275232	0.00594893	1.0	True	True
51755	CDK12	Cdk12	69131	-0.294779	-0.294779	0.012757	1.0								True	False
51762								RAB8B	Rab8b	235442	0.377415	0.377415	2.25113e-05	1.0	False	True
51765	STK26	Stk26	70415	0.502375	0.502375	8.61244e-06	1.0	STK26	Stk26	70415	0.409703	0.409703	0.000396851	1.0	True	True
51776	MAP3K20	Map3k20	65964	-0.256254	-0.256254	0.0311172	1.0								True	False
51805	COQ3	Coq3	230027	0.488831	0.488831	0.0212196	1.0								True	False
51807	TUBA8	Tuba8	53857	0.446693	0.446693	0.0080699	1.0								True	False
51808								PHAX	Phax	56698	0.266067	0.266067	0.0437361	1.0	False	True
5190								PEX6	Pex6	224824	-0.710524	-0.710524	6.82469e-05	1.0	False	True
5193								PEX12	Pex12	103737	0.364455	0.364455	0.0300151	1.0	False	True
5198								PFAS	Pfas	237823	-0.531847	-0.531847	0.0011319	1.0	False	True
5199	CFP	Cfp	18636	0.598505	0.598505	0.000114072	1.0								True	False
5201	PFDN1	Pfdn1	67199	0.484798	0.484798	0.00340885	1.0	PFDN1	Pfdn1	67199	0.376225	0.376225	0.024604	1.0	True	True
5203	PFDN4	Pfdn4	109054	0.444244	0.444244	0.0229596	1.0								True	False
5204	PFDN5	Pfdn5	56612	0.437466	0.437466	0.0062965	1.0	PFDN5	Pfdn5	56612	0.383091	0.383091	0.0180137	1.0	True	True
5207								PFKFB1	Pfkfb1	18639	-0.613431	-0.613431	0.00259716	1.0	False	True
5208	PFKFB2	Pfkfb2	18640	-0.537282	-0.537282	0.00085245	1.0	PFKFB2	Pfkfb2	18640	-0.485583	-0.485583	0.00237765	1.0	True	True
521								ATP5ME	Atp5k	11958	0.649615	0.649615	0.00607882	1.0	False	True
5210	PFKFB4	Pfkfb4	270198	0.356854	0.356854	0.02442	1.0								True	False
5211								PFKL	Pfkl	18641	-0.432837	-0.432837	0.0328138	1.0	False	True
5213								PFKM	Pfkm	18642	-0.558728	-0.558728	0.00895529	1.0	False	True
5216	PFN1	Pfn1	18643	0.419079	0.419079	0.00150455	1.0								True	False
522	ATP5PF	Atp5j	11957	0.472468	0.472468	3.08971e-06	1.0	ATP5PF	Atp5j	11957	0.493532	0.493532	8.21917e-07	1.0	True	True
5223	PGAM1	Pgam1	18648	0.337745	0.337745	0.0125297	1.0	PGAM1	Pgam1	18648	0.406809	0.406809	0.00202608	1.0	True	True
523	ATP6V1A	Atp6v1a	11964	0.394825	0.394825	0.0286024	1.0								True	False
5230	PGK1	Pgk1	18655	0.502723	0.502723	3.43782e-05	1.0	PGK1	Pgk1	18655	0.463224	0.463224	0.000169334	1.0	True	True
5236	PGM1	Pgm1	72157	0.481662	0.481662	0.00515406	1.0								True	False
5238	PGM3	Pgm3	109785	0.336475	0.336475	0.0476177	1.0	PGM3	Pgm3	109785	0.35006	0.35006	0.041523	1.0	True	True
5243								ABCB1	Abcb1b	18669	0.495726	0.495726	0.0136932	1.0	False	True
5244	ABCB4	Abcb4	18670	-0.66333	-0.66333	0.000509369	1.0	ABCB4	Abcb4	18670	-0.635611	-0.635611	0.000891971	1.0	True	True
5245	PHB1	Phb1	18673	0.550212	0.550212	0.000329073	1.0								True	False
5253								PHF2	Phf2	18676	-0.825339	-0.825339	0.000140669	1.0	False	True
5257								PHKB	Phkb	102093	0.359946	0.359946	0.0315692	1.0	False	True
5264								PHYH	Phyh	16922	0.401473	0.401473	0.0221282	1.0	False	True
5269	SERPINB6	Serpinb6a	20719	0.414937	0.414937	0.00010542	1.0	SERPINB6	Serpinb6a	20719	0.23989	0.23989	0.0341989	1.0	True	True
527								ATP6V0C	Atp6v0c	11984	-0.379825	-0.379825	0.0177452	1.0	False	True
5273	SERPINB10	Serpinb10	241197	0.45373	0.45373	0.00993532	1.0								True	False
528								ATP6V1C1	Atp6v1c1	66335	0.327203	0.327203	0.000195016	1.0	False	True
5283	PIGH	Pigh	110417	-0.359749	-0.359749	0.00936914	1.0								True	False
5286								PIK3C2A	Pik3c2a	18704	0.350506	0.350506	0.00401317	1.0	False	True
529	ATP6V1E1	Atp6v1e1	11973	0.202628	0.202628	0.0304756	1.0	ATP6V1E1	Atp6v1e1	11973	0.198666	0.198666	0.0334091	1.0	True	True
5292								PIM1	Pim1	18712	-0.346081	-0.346081	0.00153812	1.0	False	True
5295	PIK3R1	Pik3r1	18708	-0.499225	-0.499225	1.51225e-07	1.0	PIK3R1	Pik3r1	18708	-0.226838	-0.226838	0.0310599	1.0	True	True
5296								PIK3R2	Pik3r2	18709	-0.406725	-0.406725	0.0250708	1.0	False	True
5297								PI4KA	Pi4ka	224020	-0.435396	-0.435396	0.0114343	1.0	False	True
5303								PIN4	Pin4	69713	0.574413	0.574413	0.00217258	1.0	False	True
5313								PKLR	Pklr	18770	-0.81527	-0.81527	0.00378789	1.0	False	True
5315	PKM	Pkm	18746	0.51571	0.51571	0.019037	1.0								True	False
5321	PLA2G4A	Pla2g4a	18783	0.417372	0.417372	0.00365832	1.0	PLA2G4A	Pla2g4a	18783	0.335132	0.335132	0.0230058	1.0	True	True
5326								PLAGL2	Plagl2	54711	-0.698853	-0.698853	2.96591e-05	1.0	False	True
5329								PLAUR	Plaur	18793	0.407642	0.407642	0.016582	1.0	False	True
533	ATP6V0B	Atp6v0b	114143	0.383197	0.383197	0.00171096	1.0	ATP6V0B	Atp6v0b	114143	0.309984	0.309984	0.0136091	1.0	True	True
53335	BCL11A	Bcl11a	14025	-0.248499	-0.248499	0.0471751	1.0								True	False
53346	TM6SF1	Tm6sf1	107769	0.440373	0.440373	3.47198e-09	1.0	TM6SF1	Tm6sf1	107769	0.319846	0.319846	3.22025e-05	1.0	True	True
53373	TPCN1	Tpcn1	252972	-0.66012	-0.66012	2.28146e-05	1.0	TPCN1	Tpcn1	252972	-0.816701	-0.816701	1.349e-07	1.0	True	True
53405	CLIC5	Clic5	224796	-0.728564	-0.728564	0.0479682	1.0								True	False
5341	PLEK	Plek	56193	0.305038	0.305038	9.28103e-05	1.0	PLEK	Plek	56193	0.22685	0.22685	0.00520485	1.0	True	True
5347								PLK1	Plk1	18817	-0.981658	-0.981658	3.02079e-07	1.0	False	True
535	ATP6V0A1	Atp6v0a1	11975	-0.461054	-0.461054	0.00299213	1.0	ATP6V0A1	Atp6v0a1	11975	-0.457967	-0.457967	0.00325357	1.0	True	True
5355	PLP2	Plp2	18824	0.338702	0.338702	0.0096139	1.0								True	False
5359	PLSCR1	Plscr1	22038	0.527223	0.527223	0.00156922	1.0	PLSCR1	Plscr1	22038	0.440999	0.440999	0.00994331	1.0	True	True
53635								PTOV1	Ptov1	84113	-0.541264	-0.541264	0.000778554	1.0	False	True
537								ATP6AP1	Atp6ap1	54411	-0.463412	-0.463412	0.00154431	1.0	False	True
5371	PML	Pml	18854	-0.6483	-0.6483	2.70642e-05	1.0	PML	Pml	18854	-0.758241	-0.758241	8.96946e-07	1.0	True	True
5373	PMM2|LOC100130283	Pmm2	54128	-0.238753	-0.238753	0.00515167	1.0								True	False
538								ATP7A	Atp7a	11977	0.248223	0.248223	0.0497966	1.0	False	True
53827	FXYD5	Fxyd5	18301	0.583538	0.583538	6.35705e-05	1.0	FXYD5	Fxyd5	18301	0.489416	0.489416	0.00111226	1.0	True	True
53829	P2RY13	P2ry13	74191	0.406314	0.406314	0.00615602	1.0								True	False
53834	FGFRL1	Fgfrl1	116701	-0.553394	-0.553394	0.00853994	1.0	FGFRL1	Fgfrl1	116701	-0.835987	-0.835987	5.62295e-05	1.0	True	True
539	ATP5PO	Atp5po	28080	0.384897	0.384897	0.0145885	1.0	ATP5PO	Atp5po	28080	0.458799	0.458799	0.00259575	1.0	True	True
53918								PELO	Pelo	105083	-0.505507	-0.505507	0.000310596	1.0	False	True
53938	PPIL3	Ppil3	70225	0.616814	0.616814	0.000400783	1.0								True	False
5394								EXOSC10	Exosc10	50912	-0.305012	-0.305012	0.0301463	1.0	False	True
540	ATP7B	Atp7b	11979	-0.572775	-0.572775	0.017977	1.0	ATP7B	Atp7b	11979	-0.509625	-0.509625	0.0380922	1.0	True	True
54065	SMIM11	Smim11	68936	0.557105	0.557105	0.00548634	1.0	SMIM11	Smim11	68936	0.527912	0.527912	0.00409015	1.0	True	True
54106								TLR9	Tlr9	81897	-1.18882	-1.18882	0.000623098	1.0	False	True
54108	CHRAC1	Chrac1	93696	0.479724	0.479724	0.00341495	1.0								True	False
5412	UBL3	Ubl3	24109	0.375328	0.375328	0.0104215	1.0	UBL3	Ubl3	24109	0.371502	0.371502	0.0112024	1.0	True	True
541471	MIR4435-2HG	Morrbid	100043424	0.619758	0.619758	0.000753791	1.0								True	False
54148	MRPL39	Mrpl39	27393	0.417009	0.417009	0.0110403	1.0	MRPL39	Mrpl39	27393	0.425523	0.425523	0.00942413	1.0	True	True
54149								C21orf91	D16Ertd472e	67102	0.524694	0.524694	0.0070347	1.0	False	True
541578	EOLA2	Eola1	68618	0.521021	0.521021	0.000888671	1.0	EOLA2	Eola1	68618	0.3953	0.3953	0.0102202	1.0	True	True
54205	CYCS	Cycs	13063	0.448988	0.448988	0.00351095	1.0	CYCS	Cycs	13063	0.434925	0.434925	0.00449195	1.0	True	True
54209	TREM2	Trem2	83433	0.656047	0.656047	0.000420022	1.0	TREM2	Trem2	83433	0.543974	0.543974	0.00799048	1.0	True	True
54210	TREM1	Trem1	58217	0.572244	0.572244	0.0222114	1.0	TREM1	Trem1	58217	0.599281	0.599281	0.0153705	1.0	True	True
5422								POLA1	Pola1	18968	-0.351682	-0.351682	0.0173772	1.0	False	True
5423	POLB	Polb	18970	0.422133	0.422133	0.00953337	1.0								True	False
5424								POLD1	Pold1	18971	-0.797221	-0.797221	6.5457e-07	1.0	False	True
5426	POLE	Pole	18973	-0.40445	-0.40445	0.0487696	1.0	POLE	Pole	18973	-0.545021	-0.545021	0.00538283	1.0	True	True
5429	POLH	Polh	80905	-0.272228	-0.272228	0.0155428	1.0	POLH	Polh	80905	-0.481599	-0.481599	3.88147e-06	1.0	True	True
5430								POLR2A	Polr2a	20020	-0.7482	-0.7482	6.31817e-05	1.0	False	True
5433								POLR2D	Polr2d	69241	0.418637	0.418637	0.00421667	1.0	False	True
54331	GNG2	Gng2	14702	0.328865	0.328865	0.0463571	1.0	GNG2	Gng2	14702	0.445256	0.445256	0.00452617	1.0	True	True
5434								POLR2E	Polr2e	66420	0.308558	0.308558	0.0125086	1.0	False	True
54344	DPM3	Dpm3	68563	0.386222	0.386222	0.0243858	1.0	DPM3	Dpm3	68563	0.400605	0.400605	0.0167499	1.0	True	True
54345								SOX18	Sox18	20672	-1.31798	-1.31798	0.00809173	1.0	False	True
5436	POLR2G	Polr2g	67710	0.330069	0.330069	0.0141307	1.0	POLR2G	Polr2g	67710	0.371415	0.371415	0.00445815	1.0	True	True
5437	POLR2H	Polr2h	245841	0.57365	0.57365	0.000227367	1.0	POLR2H	Polr2h	245841	0.377003	0.377003	0.018826	1.0	True	True
5438	POLR2I	Polr2i	69920	0.46837	0.46837	0.00541153	1.0	POLR2I	Polr2i	69920	0.367331	0.367331	0.0349464	1.0	True	True
5439								POLR2J	Polr2j	20022	0.387318	0.387318	0.00809173	1.0	False	True
5440	POLR2K	Polr2k	17749	0.63134	0.63134	0.00685926	1.0								True	False
5442								POLRMT	Polrmt	216151	-0.875025	-0.875025	1.54493e-05	1.0	False	True
54432	YIPF1	Yipf1	230584	0.488141	0.488141	0.0034207	1.0								True	False
54434	SSH1	Ssh1	231637	-0.764532	-0.764532	6.935e-07	1.0	SSH1	Ssh1	231637	-0.576767	-0.576767	0.000343533	1.0	True	True
54440	SASH3	Sash3	74131	0.306698	0.306698	0.0445918	1.0								True	False
54443	ANLN	Anln	68743	-0.416528	-0.416528	9.61186e-05	1.0	ANLN	Anln	68743	-0.405099	-0.405099	0.000154302	1.0	True	True
5445	PON2	Pon2	330260	-0.28551	-0.28551	0.00337816	1.0								True	False
54455	FBXO42	Fbxo42	213499	-0.505235	-0.505235	0.00290505	1.0	FBXO42	Fbxo42	213499	-0.807994	-0.807994	6.21443e-07	1.0	True	True
54460	MRPS21	Mrps21	66292	0.430078	0.430078	0.000687	1.0	MRPS21	Mrps21	66292	0.469368	0.469368	0.000142355	1.0	True	True
54480								CHPF2	Chpf2	100910	-0.364711	-0.364711	0.0234649	1.0	False	True
54487	DGCR8	Dgcr8	94223	-0.426426	-0.426426	0.0100332	1.0								True	False
54492								NEURL1B	Neurl1b	240055	-0.818382	-0.818382	0.0173939	1.0	False	True
54498								SMOX	Smox	228608	-0.374463	-0.374463	0.0362191	1.0	False	True
54499	TMCO1	Tmco1	68944	0.34095	0.34095	0.00655807	1.0	TMCO1	Tmco1	68944	0.264584	0.264584	0.0402602	1.0	True	True
5450	POU2AF1	Pou2af1	18985	-0.684575	-0.684575	0.000196112	1.0	POU2AF1	Pou2af1	18985	-0.703934	-0.703934	0.000153911	1.0	True	True
54511	HMGCLL1	Hmgcll1	208982	-1.03357	-1.03357	0.00399295	1.0								True	False
54521	WDR44	Wdr44	72404	-0.24825	-0.24825	0.0270817	1.0								True	False
54529	ASNSD1	Asnsd1	70396	0.498455	0.498455	0.00181619	1.0	ASNSD1	Asnsd1	70396	0.42768	0.42768	0.00856601	1.0	True	True
54535								CCHCR1	Cchcr1	240084	-0.660955	-0.660955	0.00701018	1.0	False	True
54536	EXOC6	Exoc6	107371	0.188891	0.188891	0.0284863	1.0	EXOC6	Exoc6	107371	0.203006	0.203006	0.0161147	1.0	True	True
54537	SHLD2	Shld2	75698	0.376891	0.376891	0.0389728	1.0								True	False
54538	ROBO4	Robo4	74144	-1.16518	-1.16518	0.0409692	1.0								True	False
54539	NDUFB11	Ndufb11	104130	0.505436	0.505436	0.000509481	1.0								True	False
54540	FAM193B	Fam193b	212483	-0.626735	-0.626735	7.70439e-05	1.0	FAM193B	Fam193b	212483	-0.546279	-0.546279	0.000823308	1.0	True	True
54543	TOMM7	Tomm7	66169	0.57951	0.57951	0.000146815	1.0	TOMM7	Tomm7	66169	0.470513	0.470513	0.00245678	1.0	True	True
54575	UGT1A10	Ugt1a7c	394432	0.391362	0.391362	0.0156862	1.0								True	False
54576	UGT1A8	Ugt1a7c	394432	0.391362	0.391362	0.0156862	1.0								True	False
54577	UGT1A7	Ugt1a7c	394432	0.391362	0.391362	0.0156862	1.0								True	False
54578	UGT1A6	Ugt1a7c	394432	0.391362	0.391362	0.0156862	1.0								True	False
54600	UGT1A9	Ugt1a7c	394432	0.391362	0.391362	0.0156862	1.0								True	False
54602	NDFIP2	Ndfip2	76273	0.32956	0.32956	0.0109467	1.0	NDFIP2	Ndfip2	76273	0.397707	0.397707	0.0013564	1.0	True	True
54620								FBXL19	Fbxl19	233902	-0.694481	-0.694481	0.000760723	1.0	False	True
54625	PARP14	Parp14	547253	-0.436371	-0.436371	0.00177211	1.0								True	False
54629	MINDY2	Mindy2	235461	-0.255406	-0.255406	0.00651348	1.0	MINDY2	Mindy2	235461	-0.236697	-0.236697	0.012095	1.0	True	True
5464	PPA1	Ppa1	67895	0.33784	0.33784	0.0282471	1.0	PPA1	Ppa1	67895	0.514153	0.514153	0.000282891	1.0	True	True
54663	WDR74	Wdr74	107071	0.475443	0.475443	0.00594815	1.0								True	False
5467								PPARD	Ppard|1810013A23Rik	19015	-0.813664	-0.813664	0.00189917	1.0	False	True
54675	CRLS1	Crls1	66586	0.541491	0.541491	0.00161717	1.0								True	False
54676	GTPBP2	Gtpbp2	56055	-0.634154	-0.634154	8.17533e-07	1.0	GTPBP2	Gtpbp2	56055	-0.605513	-0.605513	3.05871e-06	1.0	True	True
54677	CROT	Crot	74114	0.279198	0.279198	0.00399295	1.0								True	False
547	KIF1A	Kif1a	16560	-1.3464	-1.3464	0.0268236	1.0								True	False
54704	PDP1	Pdp1	381511	0.371126	0.371126	0.0243583	1.0								True	False
54708	MARCHF5	Marchf5	69104	-0.321454	-0.321454	0.0264064	1.0	MARCHF5	Marchf5	69104	-0.360624	-0.360624	0.0105521	1.0	True	True
54716	SLC6A20	Slc6a20b	22599	-1.12702	-0.985127	0.00065797	2.0	SLC6A20	Slc6a20a	102680	-0.875703	-0.827024	0.000349244	2.0	True	True
54739	XAF1	Xaf1	327959	-0.539716	-0.539716	0.0311293	1.0								True	False
54757	FAM20A	Fam20a	208659	-2.01399	-2.01399	0.00541153	1.0								True	False
54758	KLHDC4	Klhdc4	234825	0.372332	0.372332	0.0402073	1.0								True	False
54764	ZRANB1	Zranb1	360216	0.300378	0.300378	0.0210216	1.0								True	False
54765	TRIM44	Trim44	80985	-0.363718	-0.363718	0.000322093	1.0	TRIM44	Trim44	80985	-0.326352	-0.326352	0.00161101	1.0	True	True
54769	DIRAS2	Diras2	68203	-0.58026	-0.58026	0.00771709	1.0								True	False
5478	PPIA	Ppia	268373	0.520572	0.520572	3.99579e-06	1.0	PPIA	Ppia	268373	0.479494	0.479494	2.59789e-05	1.0	True	True
54784	ALKBH4	Alkbh4	72041	0.263776	0.263776	0.0205029	1.0								True	False
54785	BORCS6	Borcs6	71923	0.347462	0.347462	0.0383704	1.0								True	False
54788	DNAJB12	Dnajb12	56709	-0.269278	-0.269278	0.0107841	1.0	DNAJB12	Dnajb12	56709	-0.341721	-0.341721	0.00115994	1.0	True	True
5479	PPIB	Ppib	19035	0.476998	0.476998	0.000171094	1.0	PPIB	Ppib	19035	0.284699	0.284699	0.0374034	1.0	True	True
54790								TET2	Tet2	214133	0.325678	0.325678	0.0356786	1.0	False	True
54805	CNNM2	Cnnm2	94219	-0.421784	-0.421784	0.0110531	1.0	CNNM2	Cnnm2	94219	-0.401689	-0.401689	0.0151593	1.0	True	True
54806	AHI1	Ahi1	52906	-0.51328	-0.51328	0.0101352	1.0	AHI1	Ahi1	52906	-0.512707	-0.512707	0.00945805	1.0	True	True
54815								GATAD2A	Gatad2a	234366	-0.536914	-0.536914	0.00297821	1.0	False	True
54819	ZCCHC10	Zcchc10	67966	0.468116	0.468116	0.00386151	1.0	ZCCHC10	Zcchc10	67966	0.467051	0.467051	0.00216212	1.0	True	True
54820	NDE1	Nde1	67203	-0.514427	-0.514427	1.20422e-06	1.0	NDE1	Nde1	67203	-0.378437	-0.378437	0.000546452	1.0	True	True
